<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US2.AAPL,60,20190221,230000,171.4300000,171.4300000,170.3500000,170.3700000,127576
US2.AAPL,60,20190222,000000,170.4000000,171.1300000,170.3100000,171.1300000,151961
US2.AAPL,60,20190222,180000,171.3900000,172.3400000,171.3900000,172.1700000,156724
US2.AAPL,60,20190222,190000,172.1800000,172.6100000,171.6800000,172.5700000,210141
US2.AAPL,60,20190222,200000,172.6100000,172.6700000,172.0700000,172.2450000,121675
US2.AAPL,60,20190222,210000,172.2200000,172.3800000,172.0400000,172.2200000,60394
US2.AAPL,60,20190222,220000,172.2400000,172.4500000,172.0500000,172.4300000,67604
US2.AAPL,60,20190222,230000,172.4400000,172.5800000,171.8500000,171.9800000,135690
US2.AAPL,60,20190223,000000,171.9600000,172.9800000,171.8900000,172.9700000,216464
US2.AAPL,60,20190225,180000,174.2500000,175.6000000,173.9500000,175.3700000,301453
US2.AAPL,60,20190225,190000,175.4200000,175.8700000,175.0500000,175.4300000,273593
US2.AAPL,60,20190225,200000,175.4100000,175.6200000,175.0100000,175.4000000,156323
US2.AAPL,60,20190225,210000,175.3600000,175.4600000,174.2400000,174.3800000,178920
US2.AAPL,60,20190225,220000,174.3900000,174.5900000,174.0300000,174.4800000,116597
US2.AAPL,60,20190225,230000,174.4750000,174.8800000,174.4300000,174.7600000,122494
US2.AAPL,60,20190226,000000,174.7900000,174.8200000,174.1200000,174.2400000,190136
US2.AAPL,60,20190226,180000,173.6900000,174.9900000,173.1900000,174.8400000,197530
US2.AAPL,60,20190226,190000,174.8600000,175.3000000,173.7800000,173.7800000,235600
US2.AAPL,60,20190226,200000,173.7800000,174.5700000,173.6700000,174.2300000,141848
US2.AAPL,60,20190226,210000,174.2300000,174.3500000,173.9700000,174.2400000,92347
US2.AAPL,60,20190226,220000,174.2200000,174.5500000,174.1500000,174.2000000,90941
US2.AAPL,60,20190226,230000,174.2400000,174.5800000,174.2000000,174.5500000,79621
US2.AAPL,60,20190227,000000,174.5500000,174.8700000,174.1700000,174.3300000,148257
US2.AAPL,60,20190227,180000,173.2400000,174.8900000,173.2400000,174.0500000,195375
US2.AAPL,60,20190227,190000,174.0200000,174.2400000,172.7400000,173.0900000,319922
US2.AAPL,60,20190227,200000,173.0800000,174.0700000,172.8800000,173.8800000,138811
US2.AAPL,60,20190227,210000,173.8900000,174.3550000,173.8200000,174.3400000,92803
US2.AAPL,60,20190227,220000,174.3700000,174.6800000,174.2000000,174.4000000,82731
US2.AAPL,60,20190227,230000,174.4200000,174.9400000,174.3900000,174.6500000,89093
US2.AAPL,60,20190228,000000,174.6500000,174.9900000,174.4400000,174.8700000,153986
US2.AAPL,60,20190228,180000,174.3200000,174.9000000,174.0000000,174.2900000,250992
US2.AAPL,60,20190228,190000,174.2700000,174.2700000,173.5900000,173.7200000,281745
US2.AAPL,60,20190228,200000,173.7100000,174.4100000,173.4000000,174.1800000,169100
US2.AAPL,60,20190228,210000,174.1700000,174.3700000,173.8300000,174.2700000,122378
US2.AAPL,60,20190228,220000,174.3100000,174.3200000,174.0500000,174.2200000,81924
US2.AAPL,60,20190228,230000,174.2200000,174.3400000,173.9200000,174.1000000,145574
US2.AAPL,60,20190301,000000,174.0800000,174.1700000,172.9200000,173.2800000,356867
US2.AAPL,60,20190301,180000,174.3500000,174.3600000,173.6000000,174.2000000,190108
US2.AAPL,60,20190301,190000,174.2100000,174.2100000,173.3900000,173.6900000,192796
US2.AAPL,60,20190301,200000,173.7000000,173.7000000,172.8900000,173.3300000,180506
US2.AAPL,60,20190301,210000,173.3200000,174.2300000,173.3200000,174.1900000,164590
US2.AAPL,60,20190301,220000,174.2200000,174.6300000,174.0250000,174.5200000,154895
US2.AAPL,60,20190301,230000,174.5500000,175.1400000,174.3400000,174.9900000,216930
US2.AAPL,60,20190302,000000,174.9800000,175.1050000,174.7000000,174.8900000,312088
US2.AAPL,60,20190304,180000,176.0000000,177.6500000,175.7300000,177.4800000,353827
US2.AAPL,60,20190304,190000,177.5200000,177.7400000,176.6300000,176.7100000,347700
US2.AAPL,60,20190304,200000,176.7000000,176.7500000,174.7700000,175.1900000,368307
US2.AAPL,60,20190304,210000,175.1300000,175.4900000,173.9800000,174.7500000,308576
US2.AAPL,60,20190304,220000,174.7200000,175.5000000,174.4200000,175.4100000,173948
US2.AAPL,60,20190304,230000,175.4300000,175.7200000,175.2200000,175.4800000,146260
US2.AAPL,60,20190305,000000,175.4600000,175.9600000,175.2400000,175.8500000,229881
US2.AAPL,60,20190305,180000,175.8900000,175.8900000,174.7700000,174.8800000,178766
US2.AAPL,60,20190305,190000,174.8800000,175.5200000,174.5500000,175.1700000,213554
US2.AAPL,60,20190305,200000,175.2000000,175.9400000,175.1000000,175.5200000,157494
US2.AAPL,60,20190305,210000,175.5100000,175.5450000,175.1000000,175.2600000,130467
US2.AAPL,60,20190305,220000,175.2700000,175.4700000,175.1600000,175.3700000,73840
US2.AAPL,60,20190305,230000,175.3800000,175.6900000,175.3700000,175.6600000,79537
US2.AAPL,60,20190306,000000,175.6600000,175.8500000,175.4900000,175.5200000,189252
US2.AAPL,60,20190306,180000,174.6800000,175.0200000,173.9400000,174.8800000,245795
US2.AAPL,60,20190306,190000,174.8900000,175.4900000,174.6700000,175.1800000,248868
US2.AAPL,60,20190306,200000,175.1900000,175.4650000,174.5900000,174.9300000,185285
US2.AAPL,60,20190306,210000,174.9200000,175.1800000,174.6200000,174.7600000,154916
US2.AAPL,60,20190306,220000,174.7700000,174.8500000,174.4800000,174.7600000,120306
US2.AAPL,60,20190306,230000,174.7700000,174.9200000,174.5500000,174.7000000,115838
US2.AAPL,60,20190307,000000,174.6500000,174.8700000,174.3600000,174.5100000,214152
US2.AAPL,60,20190307,180000,173.9500000,174.3700000,173.4500000,173.5300000,270397
US2.AAPL,60,20190307,190000,173.5300000,173.5400000,172.0200000,172.9300000,429570
US2.AAPL,60,20190307,200000,172.8900000,173.6400000,172.7500000,173.6300000,182425
US2.AAPL,60,20190307,210000,173.5800000,174.2300000,173.0500000,174.0000000,203191
US2.AAPL,60,20190307,220000,173.9600000,174.2100000,173.4100000,173.7800000,113673
US2.AAPL,60,20190307,230000,173.7500000,173.8400000,172.5600000,172.7300000,168290
US2.AAPL,60,20190308,000000,172.7500000,172.8400000,172.3200000,172.4700000,245211
US2.AAPL,60,20190308,180000,170.3200000,171.4500000,169.5000000,171.1700000,282025
US2.AAPL,60,20190308,190000,171.1700000,171.9600000,170.7100000,171.5900000,334725
US2.AAPL,60,20190308,200000,171.5500000,172.2500000,171.4900000,171.6900000,228495
US2.AAPL,60,20190308,210000,171.7300000,171.7900000,171.2500000,171.3400000,155141
US2.AAPL,60,20190308,220000,171.3700000,171.8000000,171.2300000,171.8000000,137965
US2.AAPL,60,20190308,230000,171.8300000,172.7400000,171.6500000,172.4700000,200130
US2.AAPL,60,20190309,000000,172.4800000,173.0500000,171.9900000,172.9300000,269388
US2.AAPL,60,20190311,170000,175.6100000,177.3500000,175.3700000,177.3300000,329127
US2.AAPL,60,20190311,180000,177.3500000,178.1700000,177.0200000,178.1300000,330392
US2.AAPL,60,20190311,190000,178.1300000,178.9100000,178.0200000,178.7900000,253397
US2.AAPL,60,20190311,200000,178.7000000,178.9800000,178.4900000,178.5500000,150231
US2.AAPL,60,20190311,210000,178.5600000,178.9500000,178.4700000,178.8500000,137815
US2.AAPL,60,20190311,220000,178.8400000,178.8600000,178.5300000,178.6500000,140054
US2.AAPL,60,20190311,230000,178.6400000,179.1200000,178.4500000,179.0000000,291086
US2.AAPL,60,20190312,170000,179.9500000,181.1900000,179.3800000,180.8600000,403779
US2.AAPL,60,20190312,180000,180.8600000,182.6600000,180.6500000,182.4100000,532216
US2.AAPL,60,20190312,190000,182.3900000,182.5000000,181.3900000,181.8200000,427458
US2.AAPL,60,20190312,200000,181.8300000,181.8300000,180.6200000,180.7600000,290920
US2.AAPL,60,20190312,210000,180.7600000,181.3700000,180.6800000,181.2000000,161809
US2.AAPL,60,20190312,220000,181.2100000,181.2550000,180.6100000,180.9300000,158396
US2.AAPL,60,20190312,230000,180.9300000,181.0000000,180.2300000,180.9800000,272795
US2.AAPL,60,20190313,170000,182.2900000,183.2300000,181.5700000,181.7200000,302575
US2.AAPL,60,20190313,180000,181.7300000,181.9300000,180.9200000,181.6200000,356982
US2.AAPL,60,20190313,190000,181.6300000,182.2800000,181.6300000,181.7500000,244080
US2.AAPL,60,20190313,200000,181.7400000,182.2500000,181.7200000,182.1200000,141045
US2.AAPL,60,20190313,210000,182.1500000,182.6000000,182.0250000,182.6000000,135047
US2.AAPL,60,20190313,220000,182.6000000,182.8300000,182.2300000,182.5500000,259988
US2.AAPL,60,20190313,230000,182.5100000,182.5800000,181.6200000,181.7000000,261721
US2.AAPL,60,20190314,170000,183.9600000,183.9700000,182.7000000,183.5700000,211432
US2.AAPL,60,20190314,180000,183.5300000,183.5300000,182.5700000,183.0300000,264048
US2.AAPL,60,20190314,190000,183.0300000,183.7200000,182.8300000,183.4500000,198917
US2.AAPL,60,20190314,200000,183.4800000,184.0900000,183.4300000,183.8400000,199288
US2.AAPL,60,20190314,210000,183.8600000,183.8700000,183.4300000,183.6300000,119359
US2.AAPL,60,20190314,220000,183.6200000,183.9700000,183.6200000,183.7500000,129408
US2.AAPL,60,20190314,230000,183.7600000,183.9900000,183.4400000,183.7400000,260649
US2.AAPL,60,20190315,170000,184.8200000,184.9900000,183.7500000,184.9100000,239294
US2.AAPL,60,20190315,180000,184.9100000,185.6700000,184.4400000,185.6600000,352860
US2.AAPL,60,20190315,190000,185.6500000,186.5000000,185.5200000,186.4000000,279172
US2.AAPL,60,20190315,200000,186.4100000,186.9700000,186.2900000,186.4300000,227556
US2.AAPL,60,20190315,210000,186.4900000,187.2400000,186.4450000,187.1800000,169996
US2.AAPL,60,20190315,220000,187.1800000,187.2100000,186.7000000,187.1100000,203030
US2.AAPL,60,20190315,230000,187.1100000,187.3200000,185.9000000,186.0900000,334478
US2.AAPL,60,20190318,170000,185.8300000,187.6400000,185.7900000,187.3000000,176685
US2.AAPL,60,20190318,180000,187.3300000,188.3800000,187.3000000,188.2300000,341415
US2.AAPL,60,20190318,190000,188.2200000,188.2300000,187.1900000,187.5800000,236360
US2.AAPL,60,20190318,200000,187.6000000,187.6500000,187.0200000,187.4300000,144379
US2.AAPL,60,20190318,210000,187.4000000,188.0900000,187.3000000,188.0900000,126249
US2.AAPL,60,20190318,220000,188.0800000,188.2200000,187.7200000,187.9500000,145173
US2.AAPL,60,20190318,230000,187.9700000,188.2400000,187.6800000,188.0500000,228871
US2.AAPL,60,20190319,170000,188.4400000,188.9800000,188.0200000,188.1500000,262200
US2.AAPL,60,20190319,180000,188.1600000,188.4500000,187.1300000,187.1600000,321817
US2.AAPL,60,20190319,190000,187.1900000,188.0400000,186.8300000,187.9800000,230453
US2.AAPL,60,20190319,200000,188.0400000,188.3800000,186.9400000,187.6900000,263175
US2.AAPL,60,20190319,210000,187.6900000,187.7700000,186.8400000,187.0700000,181438
US2.AAPL,60,20190319,220000,187.0600000,187.5100000,186.8400000,187.3100000,166398
US2.AAPL,60,20190319,230000,187.2900000,187.3300000,185.9300000,186.5700000,361734
US2.AAPL,60,20190320,170000,186.2200000,186.5300000,184.7300000,185.4200000,259531
US2.AAPL,60,20190320,180000,185.4300000,187.3700000,185.4100000,187.0900000,291396
US2.AAPL,60,20190320,190000,187.1000000,187.2400000,186.1500000,186.3300000,221891
US2.AAPL,60,20190320,200000,186.3300000,187.2000000,186.3300000,186.9300000,225730
US2.AAPL,60,20190320,210000,186.9100000,187.1500000,186.7800000,187.1500000,123428
US2.AAPL,60,20190320,220000,187.3300000,189.4900000,187.2600000,188.8100000,593046
US2.AAPL,60,20190320,230000,188.8200000,188.9800000,187.8700000,188.1500000,434144
US2.AAPL,60,20190321,170000,190.1100000,192.8600000,189.8100000,192.5700000,460366
US2.AAPL,60,20190321,180000,192.6600000,194.8400000,192.4200000,194.8100000,633232
US2.AAPL,60,20190321,190000,194.8100000,195.0900000,194.2300000,194.8200000,449742
US2.AAPL,60,20190321,200000,194.8500000,194.9400000,194.0400000,194.6700000,272187
US2.AAPL,60,20190321,210000,194.6800000,195.5700000,194.4500000,195.5500000,245526
US2.AAPL,60,20190321,220000,195.5600000,196.2800000,195.4200000,195.7900000,324547
US2.AAPL,60,20190321,230000,195.7800000,196.3200000,195.0000000,195.0100000,380798
US2.AAPL,60,20190322,170000,195.3000000,197.6600000,194.0200000,194.4200000,493497
US2.AAPL,60,20190322,180000,194.5700000,196.4900000,194.4300000,194.8600000,436083
US2.AAPL,60,20190322,190000,194.7800000,194.8700000,192.9300000,192.9350000,396554
US2.AAPL,60,20190322,200000,192.9150000,193.6300000,192.0500000,192.7300000,269466
US2.AAPL,60,20190322,210000,192.7500000,193.4300000,192.0200000,192.1200000,181192
US2.AAPL,60,20190322,220000,192.1300000,193.4900000,192.0600000,193.4100000,223307
US2.AAPL,60,20190322,230000,193.4100000,193.6400000,190.7900000,191.0500000,551359
US2.AAPL,60,20190325,170000,191.5300000,191.9400000,187.2600000,187.7600000,516439
US2.AAPL,60,20190325,180000,187.8500000,190.4900000,187.4700000,190.0600000,457602
US2.AAPL,60,20190325,190000,190.0800000,190.6100000,189.1600000,190.1800000,295875
US2.AAPL,60,20190325,200000,190.1600000,190.9600000,189.4200000,189.7800000,253422
US2.AAPL,60,20190325,210000,189.8300000,189.9000000,187.8500000,188.2100000,315493
US2.AAPL,60,20190325,220000,188.2600000,188.4300000,187.2100000,187.5000000,279916
US2.AAPL,60,20190325,230000,187.4700000,188.8300000,186.6300000,188.7600000,382292
US2.AAPL,60,20190326,170000,191.5700000,192.4900000,190.1900000,192.4700000,313855
US2.AAPL,60,20190326,180000,192.5000000,192.8800000,191.0700000,192.2600000,397259
US2.AAPL,60,20190326,190000,192.2700000,192.4300000,190.7800000,191.1600000,255692
US2.AAPL,60,20190326,200000,191.1750000,191.5000000,190.1700000,190.6300000,197147
US2.AAPL,60,20190326,210000,190.5900000,191.0700000,188.8000000,189.1200000,329605
US2.AAPL,60,20190326,220000,189.1000000,189.3700000,186.8500000,186.9600000,329891
US2.AAPL,60,20190326,230000,186.9400000,187.6000000,184.6000000,186.7800000,658448
US2.AAPL,60,20190327,170000,188.7500000,189.6400000,188.3300000,188.4800000,324364
US2.AAPL,60,20190327,180000,188.5000000,189.7500000,188.2000000,188.9500000,299202
US2.AAPL,60,20190327,190000,188.9100000,189.0800000,186.6000000,187.3100000,213450
US2.AAPL,60,20190327,200000,187.2900000,188.5700000,187.2500000,188.0000000,135257
US2.AAPL,60,20190327,210000,188.0100000,189.2600000,187.6600000,188.8300000,115890
US2.AAPL,60,20190327,220000,188.8800000,189.3500000,188.2200000,188.2300000,105156
US2.AAPL,60,20190327,230000,188.3100000,188.8500000,188.1100000,188.4800000,171339
US2.AAPL,60,20190328,170000,188.9300000,189.5500000,188.0100000,188.6100000,174132
US2.AAPL,60,20190328,180000,188.6800000,188.9300000,187.8200000,188.4900000,261601
US2.AAPL,60,20190328,190000,188.5400000,188.8200000,187.9800000,188.6300000,225125
US2.AAPL,60,20190328,200000,188.6000000,188.8300000,188.0200000,188.3000000,131554
US2.AAPL,60,20190328,210000,188.3100000,188.4900000,188.0000000,188.1200000,135160
US2.AAPL,60,20190328,220000,188.1200000,188.1800000,187.5400000,187.8900000,178649
US2.AAPL,60,20190328,230000,187.8600000,188.8600000,187.8400000,188.7000000,225094
US2.AAPL,60,20190329,170000,189.9700000,190.0100000,188.7900000,189.1800000,135535
US2.AAPL,60,20190329,180000,189.2100000,189.7200000,188.5500000,188.7900000,168734
US2.AAPL,60,20190329,190000,188.7800000,189.5900000,188.7100000,189.3400000,146133
US2.AAPL,60,20190329,200000,189.3600000,189.4200000,188.9500000,189.3200000,130732
US2.AAPL,60,20190329,210000,189.3400000,189.4300000,189.0900000,189.2700000,111960
US2.AAPL,60,20190329,220000,189.2800000,189.8350000,189.1400000,189.8050000,138133
US2.AAPL,60,20190329,230000,189.8400000,190.0000000,189.2900000,189.9400000,321939
US2.AAPL,60,20190401,170000,191.6300000,191.6600000,189.7000000,190.1600000,217829
US2.AAPL,60,20190401,180000,190.1600000,190.4900000,188.3900000,189.3900000,433885
US2.AAPL,60,20190401,190000,189.4000000,190.4000000,189.4000000,190.2100000,246984
US2.AAPL,60,20190401,200000,190.2200000,190.5700000,189.8600000,190.5600000,126352
US2.AAPL,60,20190401,210000,190.5700000,190.7750000,189.9400000,190.7200000,127364
US2.AAPL,60,20190401,220000,190.7300000,191.0700000,190.4800000,191.0700000,180860
US2.AAPL,60,20190401,230000,191.0900000,191.4300000,190.7900000,191.2100000,291487
US2.AAPL,60,20190402,170000,191.1300000,193.0700000,191.1100000,191.7000000,288488
US2.AAPL,60,20190402,180000,191.6950000,192.9800000,191.5500000,192.7700000,222770
US2.AAPL,60,20190402,190000,192.7700000,192.8400000,192.1300000,192.5600000,140992
US2.AAPL,60,20190402,200000,192.5900000,193.0200000,192.5100000,192.8400000,128261
US2.AAPL,60,20190402,210000,192.8300000,193.8000000,192.6600000,193.6600000,163572
US2.AAPL,60,20190402,220000,193.7000000,193.9700000,193.3200000,193.9700000,166726
US2.AAPL,60,20190402,230000,193.9700000,194.4600000,193.9100000,194.0400000,257012
US2.AAPL,60,20190403,170000,193.2800000,195.1900000,193.1900000,194.8400000,232156
US2.AAPL,60,20190403,180000,194.7600000,196.0700000,194.5000000,196.0400000,315871
US2.AAPL,60,20190403,190000,196.0500000,196.5000000,195.7900000,196.2800000,243747
US2.AAPL,60,20190403,200000,196.2900000,196.4500000,195.5700000,195.5700000,141768
US2.AAPL,60,20190403,210000,195.5800000,195.8700000,194.7500000,194.9500000,163013
US2.AAPL,60,20190403,220000,194.9400000,195.4500000,194.6700000,194.9100000,125129
US2.AAPL,60,20190403,230000,194.8800000,195.4200000,194.3800000,195.3600000,213198
US2.AAPL,60,20190404,170000,194.8400000,196.1900000,194.8400000,195.9500000,130718
US2.AAPL,60,20190404,180000,195.9500000,196.1600000,194.8000000,195.8400000,247157
US2.AAPL,60,20190404,190000,195.8400000,196.3700000,195.2600000,195.7600000,169756
US2.AAPL,60,20190404,200000,195.7400000,195.9500000,195.2300000,195.5700000,154287
US2.AAPL,60,20190404,210000,195.5900000,195.7100000,195.3500000,195.5000000,140282
US2.AAPL,60,20190404,220000,195.5200000,196.0800000,195.3700000,195.8900000,156574
US2.AAPL,60,20190404,230000,195.9000000,195.9700000,195.2900000,195.7200000,166312
US2.AAPL,60,20190405,170000,196.4500000,197.0700000,195.9600000,196.6100000,197162
US2.AAPL,60,20190405,180000,196.6400000,196.8100000,196.0800000,196.4200000,187149
US2.AAPL,60,20190405,190000,196.4400000,196.5700000,196.1500000,196.4850000,134967
US2.AAPL,60,20190405,200000,196.5300000,196.9200000,196.3700000,196.5300000,145643
US2.AAPL,60,20190405,210000,196.5300000,196.6900000,196.4400000,196.6900000,90238
US2.AAPL,60,20190405,220000,196.7000000,196.9500000,196.6200000,196.7200000,119756
US2.AAPL,60,20190405,230000,196.7100000,197.0600000,196.6600000,197.0600000,195649
US2.AAPL,60,20190408,170000,196.4200000,197.9000000,196.3700000,197.7400000,168791
US2.AAPL,60,20190408,180000,197.7700000,198.7400000,197.2100000,198.7000000,190820
US2.AAPL,60,20190408,190000,198.7000000,199.4800000,198.6800000,199.1600000,188737
US2.AAPL,60,20190408,200000,199.1800000,199.2900000,198.6200000,199.1700000,119159
US2.AAPL,60,20190408,210000,199.2000000,199.7700000,199.0400000,199.7600000,98963
US2.AAPL,60,20190408,220000,199.7700000,199.9600000,199.5600000,199.8700000,114511
US2.AAPL,60,20190408,230000,199.8700000,200.2100000,199.8100000,200.0800000,228641
US2.AAPL,60,20190409,170000,200.3700000,201.9300000,199.6900000,201.6200000,302225
US2.AAPL,60,20190409,180000,201.6700000,202.8500000,201.5000000,202.3900000,403784
US2.AAPL,60,20190409,190000,202.4300000,202.7000000,201.7300000,201.9300000,162521
US2.AAPL,60,20190409,200000,201.9300000,202.2700000,201.6100000,201.6400000,116185
US2.AAPL,60,20190409,210000,201.6200000,201.6400000,199.5300000,199.9900000,248351
US2.AAPL,60,20190409,220000,200.0100000,200.0100000,199.3100000,199.6300000,215541
US2.AAPL,60,20190409,230000,199.5700000,200.0000000,199.2400000,199.6000000,250378
US2.AAPL,60,20190410,170000,198.7600000,199.9600000,198.4100000,198.6500000,201994
US2.AAPL,60,20190410,180000,198.6200000,199.7000000,198.1800000,199.4100000,245942
US2.AAPL,60,20190410,190000,199.4000000,199.6900000,199.2200000,199.3400000,125357
US2.AAPL,60,20190410,200000,199.3500000,199.7300000,199.1600000,199.5800000,77915
US2.AAPL,60,20190410,210000,199.5600000,200.0000000,199.2700000,199.9800000,77218
US2.AAPL,60,20190410,220000,199.9900000,200.0000000,199.3300000,199.7000000,135636
US2.AAPL,60,20190410,230000,199.7000000,200.7300000,199.5900000,200.6500000,257776
US2.AAPL,60,20190411,170000,200.7900000,200.7900000,199.7600000,200.5400000,239681
US2.AAPL,60,20190411,180000,200.5500000,200.9200000,200.0500000,200.4700000,248982
US2.AAPL,60,20190411,190000,200.4900000,200.6200000,199.6300000,200.0700000,179967
US2.AAPL,60,20190411,200000,200.0600000,200.4000000,199.9300000,200.2100000,125591
US2.AAPL,60,20190411,210000,200.2000000,200.2900000,199.1300000,199.2400000,147881
US2.AAPL,60,20190411,220000,199.2800000,199.3400000,198.7500000,199.1900000,174697
US2.AAPL,60,20190411,230000,199.1700000,199.3100000,198.4600000,198.9400000,202640
US2.AAPL,60,20190412,170000,199.2000000,200.1200000,199.0500000,199.7400000,281149
US2.AAPL,60,20190412,180000,199.8300000,199.8900000,196.6900000,197.0200000,534397
US2.AAPL,60,20190412,190000,196.9700000,197.7000000,196.2400000,197.7000000,290193
US2.AAPL,60,20190412,200000,197.6800000,197.9700000,197.5000000,197.8000000,125344
US2.AAPL,60,20190412,210000,197.7900000,198.4600000,197.6900000,198.3200000,124831
US2.AAPL,60,20190412,220000,198.3300000,199.1200000,198.2900000,198.6600000,181216
US2.AAPL,60,20190412,230000,198.6600000,199.0500000,198.4200000,198.8900000,232209
US2.AAPL,60,20190415,170000,198.6000000,199.8200000,198.5300000,199.0400000,203609
US2.AAPL,60,20190415,180000,199.0400000,199.1400000,198.0100000,198.6100000,205978
US2.AAPL,60,20190415,190000,198.5600000,199.3700000,198.5100000,198.6100000,157563
US2.AAPL,60,20190415,200000,198.6000000,198.8400000,198.5000000,198.7200000,102922
US2.AAPL,60,20190415,210000,198.7400000,199.0000000,198.7100000,198.8500000,96774
US2.AAPL,60,20190415,220000,198.8500000,199.1400000,198.8300000,199.1100000,125376
US2.AAPL,60,20190415,230000,199.1100000,199.3200000,198.9000000,199.2300000,161555
US2.AAPL,60,20190416,170000,199.3900000,199.9800000,199.0400000,199.8900000,170162
US2.AAPL,60,20190416,180000,199.8700000,201.3600000,199.6500000,200.6600000,477372
US2.AAPL,60,20190416,190000,200.6700000,200.7200000,199.7800000,199.9200000,203328
US2.AAPL,60,20190416,200000,199.9100000,200.0800000,199.5900000,199.9500000,147980
US2.AAPL,60,20190416,210000,199.9500000,200.0400000,199.3600000,199.7200000,134008
US2.AAPL,60,20190416,220000,199.7300000,199.8500000,198.5600000,199.7500000,240742
US2.AAPL,60,20190416,230000,199.7300000,200.5200000,198.7800000,199.2500000,407692
US2.AAPL,60,20190417,170000,199.3000000,201.3000000,198.6400000,199.9500000,277459
US2.AAPL,60,20190417,180000,199.9800000,201.5700000,199.6400000,201.3700000,315778
US2.AAPL,60,20190417,190000,201.3900000,202.0000000,201.2000000,201.9000000,250966
US2.AAPL,60,20190417,200000,201.8800000,202.4600000,201.5300000,202.4600000,215935
US2.AAPL,60,20190417,210000,202.4700000,203.2800000,202.4400000,203.0200000,224954
US2.AAPL,60,20190417,220000,203.0400000,203.0700000,202.2600000,202.8600000,187085
US2.AAPL,60,20190417,230000,202.8700000,203.3800000,202.7700000,203.1600000,251351
US2.AAPL,60,20190418,170000,203.2100000,203.8400000,202.7300000,203.0900000,269311
US2.AAPL,60,20190418,180000,203.1300000,203.5000000,202.5200000,203.5000000,284462
US2.AAPL,60,20190418,190000,203.4800000,203.9400000,203.0500000,203.2000000,223304
US2.AAPL,60,20190418,200000,203.2300000,203.6500000,203.1500000,203.2600000,96023
US2.AAPL,60,20190418,210000,203.2800000,203.8000000,203.1800000,203.7200000,105727
US2.AAPL,60,20190418,220000,203.7400000,204.0400000,203.7000000,203.8900000,148278
US2.AAPL,60,20190418,230000,203.8900000,204.1400000,203.6600000,203.8500000,143212
US2.AAPL,60,20190422,170000,202.6700000,204.3900000,202.3700000,203.6200000,173682
US2.AAPL,60,20190422,180000,203.6300000,204.6300000,203.2900000,204.6300000,212082
US2.AAPL,60,20190422,190000,204.6200000,204.9400000,204.4600000,204.6100000,174001
US2.AAPL,60,20190422,200000,204.5800000,204.7300000,204.4200000,204.5100000,85315
US2.AAPL,60,20190422,210000,204.5400000,204.6558000,204.1800000,204.4800000,120098
US2.AAPL,60,20190422,220000,204.4500000,204.6600000,204.1000000,204.2800000,113240
US2.AAPL,60,20190422,230000,204.3200000,204.6900000,204.0700000,204.6300000,139540
US2.AAPL,60,20190423,170000,204.4800000,205.5400000,203.9100000,205.4000000,248213
US2.AAPL,60,20190423,180000,205.4100000,205.9800000,205.1200000,205.9600000,279445
US2.AAPL,60,20190423,190000,205.9600000,206.7600000,205.7000000,206.6300000,244953
US2.AAPL,60,20190423,200000,206.6400000,207.5400000,206.5800000,207.3100000,215564
US2.AAPL,60,20190423,210000,207.3300000,207.4300000,206.9100000,206.9900000,113884
US2.AAPL,60,20190423,220000,206.9900000,207.5800000,206.9000000,207.5400000,126966
US2.AAPL,60,20190423,230000,207.5300000,207.7500000,207.0250000,207.5000000,251611
US2.AAPL,60,20190424,170000,207.2600000,208.4000000,207.2600000,207.4500000,569899
US2.AAPL,60,20190424,180000,207.4300000,208.2100000,207.0500000,208.1800000,212567
US2.AAPL,60,20190424,190000,208.1900000,208.4800000,207.5100000,207.7900000,172297
US2.AAPL,60,20190424,200000,207.7800000,207.8300000,207.3000000,207.3100000,121811
US2.AAPL,60,20190424,210000,207.2800000,207.7700000,207.1800000,207.5100000,106743
US2.AAPL,60,20190424,220000,207.5000000,207.9700000,207.4600000,207.8250000,94460
US2.AAPL,60,20190424,230000,207.8200000,207.9200000,207.0900000,207.0900000,180300
US2.AAPL,60,20190425,170000,206.8300000,207.7400000,206.6500000,206.7800000,224796
US2.AAPL,60,20190425,180000,206.7600000,207.2100000,205.1300000,206.0800000,360188
US2.AAPL,60,20190425,190000,206.0700000,206.7600000,205.6900000,206.2600000,158262
US2.AAPL,60,20190425,200000,206.2700000,206.4300000,205.7100000,206.0900000,136583
US2.AAPL,60,20190425,210000,206.1200000,206.3000000,205.5500000,206.1200000,114925
US2.AAPL,60,20190425,220000,206.1300000,206.4400000,205.8700000,206.1400000,142747
US2.AAPL,60,20190425,230000,206.1400000,206.2500000,205.1300000,205.2200000,240002
US2.AAPL,60,20190426,170000,204.8900000,204.9400000,202.1200000,203.2900000,165408
US2.AAPL,60,20190426,180000,203.2400000,204.5500000,202.9500000,203.8950000,286144
US2.AAPL,60,20190426,190000,203.9400000,204.7600000,203.6000000,204.4900000,176368
US2.AAPL,60,20190426,200000,204.4700000,204.8100000,204.1800000,204.2100000,121515
US2.AAPL,60,20190426,210000,204.2300000,204.2300000,203.7200000,203.8400000,107266
US2.AAPL,60,20190426,220000,203.8500000,203.8500000,203.3500000,203.5700000,199129
